deal_id,created_date,closed_date,sales_rep_id,industry,region,product_type,lead_source,deal_stage,deal_amount,sales_cycle_days,outcome,risk_score,risk_category
D01482,2023-03-18,2023-07-05,rep_12,EdTech,Europe,Enterprise,Referral,Qualified,68439,109,Won,48.2,Medium
D01483,2024-01-09,2024-01-21,rep_7,HealthTech,India,Enterprise,Referral,Negotiation,2322,12,Lost,48.3,Medium
D01484,2023-11-13,2024-01-04,rep_3,FinTech,APAC,Core,Inbound,Demo,2139,52,Lost,45.9,Medium
D01485,2024-03-19,2024-05-15,rep_9,EdTech,Europe,Enterprise,Referral,Qualified,92848,57,Won,47.0,Medium
D01486,2023-09-13,2024-01-10,rep_17,FinTech,India,Pro,Outbound,Demo,69556,119,Lost,51.0,Medium
D01487,2023-03-21,2023-06-22,rep_17,SaaS,APAC,Pro,Partner,Demo,58686,93,Won,57.1,Medium
D01488,2023-03-23,2023-04-01,rep_14,HealthTech,North America,Pro,Partner,Closed,19747,9,Won,52.3,Medium
D01489,2023-02-12,2023-04-19,rep_25,EdTech,APAC,Core,Outbound,Proposal,5196,66,Lost,50.3,Medium
D01490,2023-07-26,2023-11-10,rep_10,HealthTech,North America,Enterprise,Inbound,Demo,64555,107,Won,54.1,Medium
D01491,2023-08-29,2023-10-23,rep_17,FinTech,Europe,Enterprise,Inbound,Closed,87237,55,Won,41.8,Medium
D01492,2023-07-08,2023-08-14,rep_24,HealthTech,India,Enterprise,Inbound,Proposal,16499,37,Lost,48.3,Medium
D01493,2023-12-11,2024-03-15,rep_7,HealthTech,Europe,Pro,Outbound,Demo,19252,95,Won,57.9,Medium
D01494,2024-02-29,2024-05-13,rep_5,FinTech,North America,Core,Referral,Demo,19614,74,Won,51.3,Medium
D01495,2023-09-27,2023-12-02,rep_8,SaaS,North America,Enterprise,Outbound,Demo,26334,66,Lost,51.2,Medium
D01496,2023-09-10,2023-10-14,rep_2,FinTech,North America,Enterprise,Referral,Negotiation,7275,34,Won,46.7,Medium
D01497,2024-01-24,2024-03-12,rep_24,SaaS,North America,Core,Outbound,Closed,15564,48,Lost,48.2,Medium
D01498,2023-04-17,2023-08-07,rep_4,SaaS,Europe,Enterprise,Inbound,Negotiation,17602,112,Won,49.7,Medium
D01499,2023-05-06,2023-08-09,rep_20,FinTech,India,Core,Outbound,Proposal,18433,95,Won,47.3,Medium
D01500,2023-07-20,2023-09-12,rep_20,FinTech,North America,Enterprise,Partner,Proposal,4832,54,Lost,50.6,Medium
D01501,2023-02-25,2023-05-12,rep_1,SaaS,Europe,Pro,Outbound,Proposal,14504,76,Won,51.3,Medium
D01502,2023-03-29,2023-07-18,rep_3,HealthTech,India,Pro,Partner,Demo,98900,111,Lost,51.3,Medium
D01503,2023-06-22,2023-08-21,rep_18,Ecommerce,North America,Pro,Inbound,Closed,4090,60,Won,52.0,Medium
D01504,2024-02-03,2024-05-21,rep_17,FinTech,North America,Enterprise,Outbound,Qualified,14479,108,Won,54.0,Medium
D01505,2023-08-07,2023-11-21,rep_12,Ecommerce,India,Enterprise,Inbound,Demo,27259,106,Lost,50.2,Medium
D01506,2024-02-23,2024-06-20,rep_24,HealthTech,North America,Core,Outbound,Proposal,5164,118,Lost,53.0,Medium
D01507,2023-05-11,2023-06-30,rep_19,FinTech,India,Enterprise,Referral,Negotiation,5520,50,Won,43.8,Medium
D01508,2023-08-06,2023-11-18,rep_10,FinTech,North America,Core,Partner,Proposal,47637,104,Lost,55.0,Medium
D01509,2023-10-11,2023-10-18,rep_16,SaaS,Europe,Pro,Inbound,Demo,11179,7,Lost,47.9,Medium
D01510,2023-04-19,2023-05-25,rep_22,EdTech,India,Enterprise,Inbound,Qualified,7034,36,Lost,53.5,Medium
D01511,2023-11-07,2024-02-27,rep_10,EdTech,Europe,Core,Referral,Qualified,96132,112,Won,50.5,Medium
D01512,2023-05-11,2023-07-31,rep_25,SaaS,India,Enterprise,Partner,Negotiation,95076,81,Lost,46.9,Medium
D01513,2024-03-01,2024-05-17,rep_10,HealthTech,APAC,Enterprise,Referral,Closed,6917,77,Lost,52.2,Medium
D01514,2023-11-23,2024-02-10,rep_25,SaaS,APAC,Enterprise,Outbound,Qualified,17262,79,Won,53.1,Medium
D01515,2023-03-31,2023-07-29,rep_13,SaaS,North America,Pro,Inbound,Negotiation,3515,120,Won,52.6,Medium
D01516,2023-10-13,2023-12-19,rep_21,Ecommerce,Europe,Enterprise,Outbound,Qualified,9928,67,Won,46.6,Medium
D01517,2023-06-08,2023-08-25,rep_11,SaaS,APAC,Enterprise,Outbound,Demo,88156,78,Lost,48.2,Medium
D01518,2023-09-24,2023-10-18,rep_14,FinTech,Europe,Enterprise,Referral,Proposal,6596,24,Lost,47.6,Medium
D01519,2023-06-24,2023-07-04,rep_22,HealthTech,India,Enterprise,Partner,Closed,14655,10,Lost,53.1,Medium
D01520,2023-02-17,2023-06-04,rep_7,FinTech,India,Pro,Inbound,Qualified,14198,107,Lost,54.1,Medium
D01521,2023-12-11,2024-04-02,rep_11,FinTech,APAC,Core,Partner,Closed,11117,113,Lost,50.7,Medium
D01522,2023-07-24,2023-10-08,rep_1,HealthTech,India,Core,Inbound,Qualified,13091,76,Won,49.5,Medium
D01523,2023-01-04,2023-04-06,rep_2,FinTech,India,Enterprise,Outbound,Qualified,17836,92,Lost,50.1,Medium
D01524,2023-02-08,2023-02-25,rep_13,SaaS,North America,Enterprise,Partner,Qualified,7012,17,Lost,54.3,Medium
D01525,2023-02-11,2023-03-27,rep_25,HealthTech,Europe,Enterprise,Referral,Negotiation,13265,44,Lost,48.3,Medium
D01526,2023-11-25,2024-01-23,rep_9,FinTech,India,Pro,Referral,Proposal,2412,59,Lost,47.7,Medium
D01527,2023-11-03,2023-12-16,rep_25,Ecommerce,Europe,Enterprise,Outbound,Negotiation,2476,43,Won,46.7,Medium
D01528,2023-06-26,2023-07-05,rep_6,SaaS,North America,Pro,Inbound,Qualified,16062,9,Lost,52.2,Medium
D01529,2023-07-23,2023-10-05,rep_15,HealthTech,North America,Core,Partner,Demo,4152,74,Lost,56.2,Medium
D01530,2023-07-03,2023-10-09,rep_18,FinTech,India,Core,Outbound,Negotiation,3659,98,Lost,50.4,Medium
D01531,2024-03-10,2024-04-07,rep_4,HealthTech,India,Core,Partner,Negotiation,2643,28,Lost,47.5,Medium
D01532,2023-03-09,2023-05-14,rep_7,Ecommerce,North America,Enterprise,Partner,Demo,6697,66,Lost,59.8,Medium
D01533,2023-06-07,2023-07-17,rep_5,Ecommerce,APAC,Enterprise,Inbound,Qualified,10763,40,Lost,50.1,Medium
D01534,2024-02-23,2024-03-13,rep_22,EdTech,North America,Pro,Referral,Demo,8866,19,Won,57.5,Medium
D01535,2023-10-01,2023-10-21,rep_3,FinTech,Europe,Enterprise,Inbound,Demo,5794,20,Lost,45.7,Medium
D01536,2024-03-25,2024-06-02,rep_9,SaaS,India,Core,Partner,Demo,6825,69,Lost,54.4,Medium
D01537,2024-01-12,2024-05-04,rep_25,Ecommerce,Europe,Enterprise,Outbound,Demo,19252,113,Lost,54.6,Medium
D01538,2024-03-24,2024-04-14,rep_11,HealthTech,India,Enterprise,Inbound,Qualified,16904,21,Lost,47.2,Medium
D01539,2023-09-10,2023-12-26,rep_15,Ecommerce,North America,Pro,Referral,Qualified,19783,107,Lost,56.1,Medium
D01540,2023-05-01,2023-06-28,rep_18,HealthTech,North America,Enterprise,Outbound,Negotiation,3200,58,Lost,53.3,Medium
D01541,2023-04-03,2023-05-08,rep_22,EdTech,North America,Pro,Referral,Negotiation,4686,35,Lost,54.3,Medium
D01542,2023-02-23,2023-05-28,rep_3,SaaS,Europe,Pro,Referral,Demo,29550,94,Won,52.4,Medium
D01543,2023-08-22,2023-12-03,rep_8,Ecommerce,APAC,Enterprise,Inbound,Proposal,97415,103,Lost,44.3,Medium
D01544,2023-03-23,2023-04-15,rep_22,SaaS,India,Enterprise,Partner,Demo,24444,23,Lost,57.5,Medium
D01545,2023-09-17,2023-10-31,rep_17,SaaS,North America,Enterprise,Inbound,Closed,64265,44,Lost,45.3,Medium
D01546,2023-05-26,2023-07-16,rep_3,EdTech,Europe,Core,Referral,Negotiation,6470,51,Lost,45.9,Medium
D01547,2023-08-18,2023-10-13,rep_15,EdTech,India,Core,Inbound,Closed,6417,56,Lost,46.0,Medium
D01548,2024-01-04,2024-03-31,rep_18,HealthTech,India,Enterprise,Referral,Negotiation,16108,87,Lost,53.9,Medium
D01549,2024-01-03,2024-04-27,rep_16,FinTech,APAC,Enterprise,Inbound,Demo,87648,115,Won,47.8,Medium
D01550,2023-07-24,2023-10-21,rep_1,EdTech,India,Pro,Partner,Proposal,7121,89,Won,54.8,Medium
D01551,2023-12-18,2024-02-21,rep_18,HealthTech,APAC,Pro,Partner,Proposal,2250,65,Lost,57.6,Medium
D01552,2023-05-09,2023-06-08,rep_5,EdTech,APAC,Core,Outbound,Demo,15547,30,Lost,51.3,Medium
D01553,2023-11-21,2023-12-15,rep_18,SaaS,North America,Pro,Referral,Demo,6719,24,Lost,56.1,Medium
D01554,2023-03-26,2023-05-05,rep_24,Ecommerce,Europe,Pro,Referral,Proposal,44458,40,Won,49.1,Medium
D01555,2023-03-27,2023-06-15,rep_20,EdTech,North America,Core,Inbound,Closed,11631,80,Won,47.2,Medium
D01556,2023-10-14,2024-01-19,rep_13,SaaS,APAC,Core,Partner,Proposal,84177,97,Won,51.9,Medium
D01557,2024-01-23,2024-04-01,rep_10,SaaS,North America,Enterprise,Inbound,Demo,4353,69,Lost,54.7,Medium
D01558,2024-03-02,2024-03-23,rep_17,EdTech,Europe,Pro,Inbound,Demo,6907,21,Lost,51.0,Medium
D01559,2023-02-14,2023-06-08,rep_15,FinTech,APAC,Pro,Outbound,Proposal,13039,114,Won,53.3,Medium
D01560,2023-02-24,2023-03-30,rep_24,SaaS,North America,Core,Referral,Negotiation,18147,34,Lost,48.6,Medium
D01561,2023-08-18,2023-12-11,rep_10,FinTech,North America,Pro,Outbound,Qualified,2131,115,Won,54.8,Medium
D01562,2023-08-22,2023-10-17,rep_18,FinTech,Europe,Pro,Inbound,Negotiation,97559,56,Lost,45.0,Medium
D01563,2023-05-20,2023-07-12,rep_6,HealthTech,APAC,Enterprise,Referral,Negotiation,16630,53,Won,52.2,Medium
D01564,2023-08-02,2023-08-16,rep_15,EdTech,APAC,Core,Outbound,Closed,16297,14,Lost,47.2,Medium
D01565,2023-09-10,2023-12-16,rep_24,SaaS,India,Pro,Partner,Proposal,56649,97,Won,53.5,Medium
D01566,2024-02-08,2024-05-16,rep_20,FinTech,North America,Enterprise,Referral,Proposal,4359,98,Lost,49.4,Medium
D01567,2023-06-20,2023-06-30,rep_12,HealthTech,Europe,Core,Outbound,Proposal,2051,10,Won,42.6,Medium
D01568,2023-03-09,2023-06-06,rep_1,EdTech,APAC,Pro,Inbound,Demo,2948,89,Lost,53.5,Medium
D01569,2023-09-25,2023-10-28,rep_10,EdTech,APAC,Enterprise,Referral,Qualified,43874,33,Lost,53.0,Medium
D01570,2023-07-17,2023-10-07,rep_14,Ecommerce,India,Enterprise,Partner,Demo,16038,82,Lost,57.2,Medium
D01571,2023-11-26,2024-01-24,rep_12,EdTech,Europe,Core,Outbound,Demo,68010,59,Won,46.4,Medium
D01572,2024-02-17,2024-06-07,rep_5,HealthTech,Europe,Enterprise,Inbound,Qualified,6451,111,Won,51.8,Medium
D01573,2023-11-17,2024-01-02,rep_8,Ecommerce,APAC,Pro,Outbound,Closed,2483,46,Lost,45.2,Medium
D01574,2023-04-15,2023-07-22,rep_13,SaaS,North America,Enterprise,Referral,Negotiation,4826,98,Lost,52.4,Medium
D01575,2023-04-01,2023-07-17,rep_24,EdTech,APAC,Pro,Outbound,Proposal,15865,107,Won,55.2,Medium
D01576,2023-07-14,2023-08-09,rep_17,Ecommerce,India,Enterprise,Outbound,Qualified,38670,26,Lost,49.2,Medium
D01577,2024-01-09,2024-01-29,rep_6,FinTech,India,Enterprise,Outbound,Negotiation,6500,20,Won,47.1,Medium
D01578,2023-04-12,2023-06-14,rep_6,FinTech,APAC,Core,Outbound,Closed,93988,63,Lost,44.1,Medium
D01579,2023-03-21,2023-06-09,rep_24,Ecommerce,APAC,Enterprise,Inbound,Qualified,7036,80,Lost,52.4,Medium
D01580,2023-11-24,2024-01-08,rep_21,EdTech,Europe,Enterprise,Outbound,Proposal,6510,45,Won,44.6,Medium
D01581,2023-06-13,2023-08-30,rep_24,Ecommerce,Europe,Core,Referral,Negotiation,14846,78,Lost,48.9,Medium
D01582,2023-05-29,2023-07-06,rep_25,Ecommerce,North America,Core,Referral,Closed,13449,38,Lost,47.1,Medium
D01583,2023-11-06,2024-02-26,rep_6,Ecommerce,North America,Core,Inbound,Closed,6769,112,Lost,51.3,Medium
D01584,2023-06-19,2023-07-27,rep_7,Ecommerce,APAC,Core,Outbound,Qualified,15676,38,Lost,53.4,Medium
D01585,2023-03-08,2023-04-03,rep_24,FinTech,Europe,Core,Inbound,Negotiation,9614,26,Won,44.0,Medium
D01586,2023-01-23,2023-03-04,rep_17,SaaS,India,Pro,Outbound,Closed,81027,40,Lost,44.2,Medium
D01587,2023-12-21,2024-03-31,rep_8,SaaS,India,Core,Inbound,Demo,18933,101,Lost,49.2,Medium
D01588,2023-04-14,2023-04-23,rep_19,SaaS,APAC,Core,Referral,Qualified,70836,9,Won,43.8,Medium
D01589,2023-02-04,2023-03-27,rep_25,HealthTech,Europe,Enterprise,Partner,Qualified,3335,51,Lost,52.8,Medium
D01590,2023-12-06,2023-12-16,rep_7,FinTech,Europe,Core,Referral,Closed,56331,10,Won,44.2,Medium
D01591,2023-08-29,2023-09-15,rep_5,Ecommerce,North America,Enterprise,Outbound,Qualified,32180,17,Won,49.9,Medium
D01592,2024-01-10,2024-02-05,rep_25,HealthTech,North America,Core,Inbound,Negotiation,9934,26,Won,46.9,Medium
D01593,2023-03-01,2023-03-22,rep_20,FinTech,India,Core,Partner,Qualified,2856,21,Won,46.6,Medium
D01594,2023-12-05,2024-03-16,rep_2,EdTech,Europe,Pro,Referral,Demo,45945,102,Lost,53.7,Medium
D01595,2023-06-22,2023-07-25,rep_25,SaaS,North America,Core,Partner,Proposal,79682,33,Lost,48.6,Medium
D01596,2023-04-01,2023-04-20,rep_5,EdTech,North America,Enterprise,Partner,Closed,71745,19,Won,47.4,Medium
D01597,2023-03-10,2023-04-05,rep_23,EdTech,APAC,Enterprise,Referral,Demo,22243,26,Lost,53.1,Medium
D01598,2024-03-05,2024-06-21,rep_20,EdTech,Europe,Enterprise,Referral,Closed,48130,108,Won,47.6,Medium
D01599,2024-02-26,2024-03-06,rep_7,Ecommerce,APAC,Enterprise,Partner,Proposal,3874,9,Lost,54.3,Medium
D01600,2023-10-04,2023-11-26,rep_24,HealthTech,North America,Core,Referral,Qualified,11473,53,Won,51.8,Medium
D01601,2023-01-28,2023-03-30,rep_16,EdTech,North America,Core,Inbound,Closed,7031,61,Won,45.9,Medium
D01602,2023-08-15,2023-11-22,rep_14,HealthTech,Europe,Core,Partner,Qualified,75862,99,Lost,52.1,Medium
D01603,2023-09-29,2023-12-28,rep_22,FinTech,Europe,Enterprise,Partner,Demo,13609,90,Lost,59.5,Medium
D01604,2023-01-17,2023-02-24,rep_19,Ecommerce,APAC,Pro,Partner,Negotiation,18094,38,Won,50.7,Medium
D01605,2023-11-15,2023-11-30,rep_14,HealthTech,Europe,Pro,Referral,Proposal,19093,15,Won,50.2,Medium
D01606,2024-03-06,2024-03-26,rep_2,SaaS,North America,Core,Inbound,Qualified,4057,20,Won,47.0,Medium
D01607,2023-01-20,2023-02-22,rep_13,EdTech,North America,Pro,Outbound,Negotiation,5379,33,Won,50.9,Medium
D01608,2023-08-05,2023-10-17,rep_15,FinTech,Europe,Enterprise,Inbound,Proposal,32770,73,Won,48.3,Medium
D01609,2024-03-20,2024-06-27,rep_7,SaaS,North America,Pro,Referral,Qualified,19539,99,Won,58.1,Medium
D01610,2023-02-22,2023-04-01,rep_10,EdTech,APAC,Pro,Partner,Qualified,7837,38,Won,57.9,Medium
D01611,2023-04-13,2023-07-31,rep_19,Ecommerce,Europe,Pro,Partner,Qualified,2935,109,Won,53.4,Medium
D01612,2023-08-17,2023-10-17,rep_4,SaaS,North America,Pro,Outbound,Demo,6883,61,Lost,53.6,Medium
D01613,2023-12-10,2024-03-28,rep_9,Ecommerce,India,Pro,Outbound,Negotiation,3641,109,Lost,51.1,Medium
D01614,2023-02-10,2023-04-03,rep_1,FinTech,North America,Pro,Referral,Negotiation,38117,52,Lost,48.0,Medium
D01615,2023-08-01,2023-10-01,rep_4,FinTech,India,Enterprise,Referral,Qualified,4706,61,Won,48.1,Medium
D01616,2023-12-08,2024-02-12,rep_19,HealthTech,North America,Enterprise,Partner,Proposal,22575,66,Won,52.4,Medium
D01617,2023-10-21,2023-10-28,rep_2,EdTech,North America,Enterprise,Partner,Demo,19595,7,Won,54.2,Medium
D01618,2023-11-28,2024-03-20,rep_21,HealthTech,North America,Core,Referral,Negotiation,99443,113,Lost,40.8,Medium
D01619,2023-10-30,2024-01-01,rep_4,Ecommerce,India,Core,Outbound,Proposal,99034,63,Lost,41.7,Medium
D01620,2023-04-21,2023-06-29,rep_8,HealthTech,Europe,Pro,Referral,Proposal,82900,69,Won,45.1,Medium
D01621,2023-04-04,2023-05-07,rep_19,SaaS,North America,Enterprise,Referral,Proposal,97460,33,Lost,42.2,Medium
D01622,2024-02-18,2024-02-26,rep_1,HealthTech,India,Core,Referral,Demo,76464,8,Won,44.5,Medium
D01623,2024-02-24,2024-05-10,rep_22,FinTech,APAC,Core,Inbound,Demo,2865,76,Lost,53.6,Medium
D01624,2023-05-01,2023-06-24,rep_25,SaaS,India,Core,Inbound,Closed,87234,54,Lost,41.1,Medium
D01625,2023-02-12,2023-04-16,rep_10,SaaS,North America,Core,Referral,Closed,86014,63,Lost,46.8,Medium
D01626,2023-05-14,2023-06-28,rep_17,HealthTech,India,Enterprise,Partner,Closed,9970,45,Lost,50.7,Medium
D01627,2023-08-13,2023-08-21,rep_14,Ecommerce,APAC,Pro,Inbound,Qualified,54013,8,Lost,49.2,Medium
D01628,2024-02-29,2024-06-22,rep_20,Ecommerce,North America,Enterprise,Inbound,Proposal,3547,114,Won,50.5,Medium
D01629,2023-03-22,2023-06-02,rep_22,Ecommerce,Europe,Pro,Referral,Closed,7524,72,Lost,53.3,Medium
D01630,2023-10-24,2024-01-24,rep_19,EdTech,Europe,Enterprise,Inbound,Qualified,18888,92,Lost,49.8,Medium
D01631,2023-05-13,2023-08-29,rep_2,Ecommerce,Europe,Core,Referral,Negotiation,14938,108,Won,49.1,Medium
D01632,2023-05-26,2023-08-27,rep_24,Ecommerce,APAC,Core,Referral,Proposal,7660,93,Lost,51.7,Medium
D01633,2023-10-25,2024-02-11,rep_21,FinTech,India,Enterprise,Partner,Proposal,7395,109,Lost,48.2,Medium
D01634,2024-03-03,2024-05-27,rep_1,EdTech,India,Enterprise,Partner,Negotiation,54711,85,Won,51.2,Medium
D01635,2023-03-19,2023-04-03,rep_5,HealthTech,APAC,Enterprise,Outbound,Negotiation,3252,15,Won,46.9,Medium
D01636,2024-02-27,2024-05-24,rep_19,HealthTech,APAC,Enterprise,Referral,Closed,6445,87,Won,47.8,Medium
D01637,2023-09-30,2024-01-04,rep_13,Ecommerce,Europe,Enterprise,Referral,Proposal,7030,96,Lost,52.4,Medium
D01638,2023-11-05,2024-01-24,rep_3,HealthTech,North America,Enterprise,Outbound,Proposal,2180,80,Won,49.4,Medium
D01639,2023-07-03,2023-10-02,rep_4,HealthTech,Europe,Pro,Referral,Negotiation,6912,91,Lost,50.4,Medium
D01640,2023-01-01,2023-02-20,rep_17,FinTech,India,Pro,Inbound,Closed,8717,50,Won,45.6,Medium
D01641,2023-03-26,2023-05-18,rep_4,SaaS,North America,Pro,Partner,Proposal,4280,53,Lost,53.5,Medium
D01642,2023-11-29,2023-12-10,rep_14,Ecommerce,North America,Pro,Referral,Closed,7709,11,Lost,48.8,Medium
D01643,2024-01-18,2024-02-02,rep_19,SaaS,North America,Enterprise,Inbound,Closed,53907,15,Lost,41.9,Medium
D01644,2024-03-19,2024-05-16,rep_15,EdTech,India,Enterprise,Inbound,Qualified,10383,58,Lost,50.9,Medium
D01645,2024-02-08,2024-03-14,rep_9,SaaS,India,Enterprise,Outbound,Negotiation,71710,35,Lost,44.6,Medium
D01646,2023-12-24,2024-03-14,rep_13,SaaS,APAC,Enterprise,Inbound,Closed,17003,81,Won,50.0,Medium
D01647,2023-06-17,2023-08-06,rep_20,HealthTech,Europe,Core,Referral,Qualified,4568,50,Lost,47.6,Medium
D01648,2023-07-04,2023-08-11,rep_3,Ecommerce,North America,Pro,Inbound,Qualified,19383,38,Lost,49.8,Medium
D01649,2023-04-27,2023-08-18,rep_8,Ecommerce,Europe,Core,Partner,Proposal,14469,113,Lost,51.7,Medium
D01650,2023-06-17,2023-08-10,rep_20,SaaS,APAC,Core,Partner,Qualified,5104,54,Lost,51.8,Medium
D01651,2023-09-29,2023-12-19,rep_24,SaaS,India,Pro,Referral,Proposal,12805,81,Won,51.7,Medium
D01652,2023-07-30,2023-08-12,rep_11,Ecommerce,APAC,Pro,Referral,Proposal,5570,13,Won,48.3,Medium
D01653,2023-06-24,2023-09-07,rep_7,SaaS,North America,Pro,Outbound,Demo,15382,75,Lost,58.2,Medium
D01654,2023-05-05,2023-08-29,rep_25,Ecommerce,APAC,Enterprise,Partner,Demo,4114,116,Lost,58.0,Medium
D01655,2023-01-28,2023-02-17,rep_2,FinTech,India,Core,Outbound,Demo,17890,20,Won,46.8,Medium
D01656,2023-03-02,2023-03-31,rep_10,Ecommerce,Europe,Pro,Inbound,Negotiation,15404,29,Won,49.9,Medium
D01657,2023-07-19,2023-07-29,rep_17,EdTech,India,Core,Inbound,Proposal,3448,10,Won,45.5,Medium
D01658,2024-01-25,2024-04-09,rep_23,Ecommerce,Europe,Core,Inbound,Negotiation,17647,75,Won,48.0,Medium
D01659,2023-03-30,2023-06-18,rep_5,Ecommerce,APAC,Core,Referral,Negotiation,15275,80,Lost,49.4,Medium
D01660,2023-02-08,2023-03-05,rep_8,Ecommerce,APAC,Core,Referral,Proposal,46724,25,Lost,44.2,Medium
D01661,2023-06-27,2023-10-01,rep_12,HealthTech,APAC,Pro,Outbound,Closed,16721,96,Lost,49.1,Medium
D01662,2023-06-08,2023-07-01,rep_9,EdTech,APAC,Core,Inbound,Proposal,50482,23,Won,47.2,Medium
D01663,2023-12-13,2024-02-12,rep_11,HealthTech,Europe,Core,Inbound,Negotiation,57382,61,Won,43.6,Medium
D01664,2023-03-13,2023-04-13,rep_25,Ecommerce,North America,Pro,Referral,Closed,57416,31,Won,46.7,Medium
D01665,2024-02-01,2024-03-29,rep_16,HealthTech,North America,Core,Referral,Demo,58465,57,Lost,48.5,Medium
D01666,2023-12-17,2024-01-14,rep_2,FinTech,India,Core,Inbound,Closed,21653,28,Lost,41.8,Medium
D01667,2023-05-11,2023-06-29,rep_11,SaaS,Europe,Pro,Outbound,Demo,70674,49,Lost,48.4,Medium
D01668,2023-06-19,2023-10-12,rep_17,FinTech,India,Pro,Referral,Qualified,24687,115,Won,52.7,Medium
D01669,2023-09-16,2023-10-29,rep_9,EdTech,APAC,Pro,Partner,Proposal,2548,43,Lost,53.8,Medium
D01670,2023-08-07,2023-08-20,rep_16,SaaS,Europe,Pro,Inbound,Qualified,67399,13,Lost,44.4,Medium
D01671,2023-01-08,2023-04-07,rep_4,HealthTech,India,Enterprise,Partner,Closed,7947,89,Lost,51.4,Medium
D01672,2024-03-23,2024-06-06,rep_17,SaaS,Europe,Enterprise,Inbound,Closed,17304,75,Lost,48.1,Medium
D01673,2023-06-06,2023-07-23,rep_15,HealthTech,APAC,Pro,Outbound,Proposal,7759,47,Lost,52.1,Medium
D01674,2023-01-19,2023-05-09,rep_23,EdTech,Europe,Pro,Outbound,Negotiation,90837,110,Won,49.1,Medium
D01675,2023-04-15,2023-08-06,rep_8,HealthTech,North America,Core,Inbound,Closed,3854,113,Lost,46.4,Medium
D01676,2023-11-27,2024-02-26,rep_6,SaaS,North America,Enterprise,Outbound,Demo,40593,91,Lost,56.1,Medium
D01677,2023-03-27,2023-04-21,rep_1,FinTech,North America,Enterprise,Referral,Demo,2958,25,Won,49.1,Medium
D01678,2023-08-25,2023-10-26,rep_22,SaaS,India,Enterprise,Referral,Closed,86574,62,Won,47.3,Medium
D01679,2023-03-04,2023-03-12,rep_10,FinTech,Europe,Enterprise,Partner,Qualified,11102,8,Lost,52.8,Medium
D01680,2023-06-13,2023-09-11,rep_9,Ecommerce,Europe,Core,Partner,Negotiation,2696,90,Won,51.3,Medium
D01681,2023-06-08,2023-08-06,rep_7,FinTech,India,Pro,Outbound,Qualified,6822,59,Lost,52.6,Medium
D01682,2023-01-02,2023-02-25,rep_3,EdTech,North America,Enterprise,Inbound,Negotiation,13397,54,Lost,48.1,Medium
D01683,2023-08-12,2023-10-13,rep_3,FinTech,India,Pro,Partner,Qualified,14388,62,Lost,51.3,Medium
D01684,2024-03-20,2024-04-07,rep_18,EdTech,North America,Pro,Partner,Negotiation,7767,18,Lost,56.4,Medium
D01685,2024-01-31,2024-04-26,rep_25,HealthTech,India,Pro,Outbound,Closed,18079,86,Lost,49.7,Medium
D01686,2023-05-31,2023-08-16,rep_13,HealthTech,India,Enterprise,Referral,Closed,94379,77,Won,43.3,Medium
D01687,2024-02-06,2024-02-14,rep_21,SaaS,North America,Pro,Referral,Closed,93142,8,Lost,38.2,Medium
D01688,2024-02-05,2024-04-30,rep_12,Ecommerce,North America,Enterprise,Referral,Demo,14078,85,Won,52.3,Medium
D01689,2023-07-13,2023-07-22,rep_14,EdTech,India,Enterprise,Outbound,Demo,3939,9,Lost,50.5,Medium
D01690,2023-07-14,2023-07-22,rep_5,FinTech,India,Pro,Partner,Proposal,20766,8,Won,49.0,Medium
D01691,2023-09-19,2023-11-05,rep_23,FinTech,Europe,Pro,Partner,Proposal,15545,47,Lost,52.1,Medium
D01692,2023-07-17,2023-10-09,rep_5,EdTech,North America,Enterprise,Referral,Closed,91016,84,Won,45.6,Medium
D01693,2023-03-12,2023-05-13,rep_17,SaaS,North America,Pro,Inbound,Proposal,10308,62,Won,51.8,Medium
D01694,2024-02-20,2024-05-27,rep_4,SaaS,APAC,Enterprise,Partner,Demo,19812,97,Lost,57.5,Medium
D01695,2023-07-10,2023-09-17,rep_1,SaaS,Europe,Core,Partner,Demo,77031,69,Lost,51.0,Medium
D01696,2023-09-12,2024-01-03,rep_8,EdTech,India,Pro,Inbound,Negotiation,6706,113,Won,48.4,Medium
D01697,2023-08-24,2023-09-21,rep_6,SaaS,APAC,Enterprise,Partner,Closed,3114,28,Won,51.6,Medium
D01698,2023-01-03,2023-01-17,rep_23,EdTech,India,Core,Inbound,Demo,6261,14,Won,48.5,Medium
D01699,2023-03-11,2023-05-10,rep_2,EdTech,North America,Core,Inbound,Qualified,14113,60,Won,50.4,Medium
D01700,2023-10-22,2023-12-15,rep_11,HealthTech,India,Core,Inbound,Qualified,7000,54,Lost,47.3,Medium
D01701,2024-01-16,2024-03-09,rep_2,FinTech,India,Core,Referral,Demo,5609,53,Won,47.6,Medium
D01702,2023-10-31,2023-12-17,rep_17,SaaS,APAC,Enterprise,Partner,Qualified,53610,47,Lost,53.3,Medium
D01703,2023-12-24,2024-02-06,rep_14,SaaS,Europe,Pro,Partner,Negotiation,94381,44,Won,48.2,Medium
